-0.000000,-0.000000,0.000000
0.009360,-0.009148,0.000000
0.046581,-0.038846,0.000000
0.096332,-0.067455,0.000000
0.153097,-0.089668,0.000000
0.214763,-0.105108,0.000000
0.280033,-0.114411,0.000000
0.347862,-0.118383,0.000000
0.417808,-0.118662,0.000000
0.490386,-0.118662,0.000000
0.564238,-0.118503,0.000000
0.637469,-0.116903,0.000000
0.708917,-0.113322,0.000000
0.778049,-0.108002,0.000000
0.844521,-0.101320,0.000000
0.908077,-0.093644,0.000000
0.968521,-0.085298,0.000000
1.025709,-0.076568,0.000000
1.079542,-0.067695,0.000000
1.129963,-0.058886,0.000000
1.176953,-0.050309,0.000000
1.220523,-0.042105,0.000000
1.260716,-0.034386,0.000000
1.297598,-0.027240,0.000000
1.331258,-0.020730,0.000000
1.361801,-0.014902,0.000000
1.389351,-0.009785,0.000000
1.414039,-0.005392,0.000000
1.436009,-0.001725,0.000000
1.455411,0.001228,0.000000
1.472400,0.003484,0.000000
1.487133,0.005072,0.000000
1.499769,0.006024,0.000000
1.510464,0.006378,0.000000
1.519262,0.006382,0.000000
1.526176,0.006382,0.000000
1.531425,0.006382,0.000000
1.535213,0.006382,0.000000
1.537732,0.006382,0.000000
1.539159,0.006382,0.000000
1.539655,0.006382,0.002847
1.539657,0.006382,0.045299
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.539657,0.006382,0.051752
1.531009,0.022309,0.051752
1.500370,0.085187,0.051752
1.471175,0.158950,0.051752
1.449057,0.233237,0.051752
1.434273,0.305932,0.051752
1.426079,0.376557,0.051752
1.423591,0.444959,0.051752
1.423672,0.513292,0.051752
1.425115,0.580931,0.051752
1.428778,0.645753,0.051752
1.434458,0.707351,0.051752
1.441750,0.765708,0.051752
1.450248,0.820883,0.051752
1.459585,0.872954,0.051752
1.469438,0.922006,0.051752
1.479528,0.968124,0.051752
1.489617,1.011398,0.051752
1.499504,1.051919,0.051752
